cost_id,facility_id,expense_type,vendor,cost_amount,expense_date,fiscal_year
COST-000638,FAC-0062,Electrical,"Mullins, Scott and Branch",42997.37,2025-04-07,2025
COST-000639,FAC-0027,Plumbing,"Richardson, Robertson and Lee",10491.47,2025-08-27,2025
COST-000640,FAC-0052,IT Services,Farley-Ingram,20936.69,2025-04-11,2023
COST-000641,FAC-0046,HVAC,Huerta-Henderson,10972.62,2025-12-06,2025
COST-000642,FAC-0056,IT Services,Cruz-Lewis,30408.34,2025-06-09,2024
COST-000643,FAC-0086,Electrical,Brooks-Payne,39886.82,2025-01-15,2025
COST-000644,FAC-0067,IT Services,Fuller LLC,29606.96,2025-11-25,2023
COST-000645,FAC-0023,Electrical,Warren LLC,34726.69,2025-09-08,2024
COST-000646,FAC-0100,HVAC,Short-Kelley,13059.44,2025-01-16,2024
COST-000647,FAC-0004,HVAC,Jackson-Hughes,23765.84,2024-12-30,2025
COST-000648,FAC-0054,Electrical,Santos-Reynolds,47853.96,2025-08-14,2024
COST-000649,FAC-0077,IT Services,Brown Ltd,21510.31,2025-11-05,2024
COST-000650,FAC-0100,Electrical,Perez and Sons,15782.1,2025-05-27,2025
COST-000651,FAC-0084,Plumbing,Smith-Wong,20633.54,2025-06-17,2023
COST-000652,FAC-0095,IT Services,Torres Ltd,25059.56,2025-10-18,2024
COST-000653,FAC-0064,Plumbing,Willis-Herrera,17278.67,2025-09-23,2023
COST-000654,FAC-0056,Electrical,"Larson, Molina and Dillon",29376.16,2025-11-09,2023
COST-000655,FAC-0031,Plumbing,"Thompson, Chen and Duncan",7443.41,2025-07-06,2023
COST-000656,FAC-0062,HVAC,Stevenson Inc,43029.64,2025-05-13,2025
COST-000657,FAC-0017,IT Services,Lee Inc,36459.27,2025-12-12,2023
COST-000658,FAC-0008,HVAC,"Bennett, Oconnor and Baker",8854.52,2025-11-30,2025
COST-000659,FAC-0019,IT Services,Brandt-Cooper,5254.04,2025-08-29,2023
COST-000660,FAC-0060,Plumbing,Smith LLC,32597.32,2025-03-21,2024
COST-000661,FAC-0055,Electrical,Torres and Sons,48438.73,2025-06-30,2023
COST-000662,FAC-0055,HVAC,Washington Group,2954.59,2025-02-06,2024
COST-000663,FAC-0021,Plumbing,Riley-Thompson,5789.6,2025-05-05,2024
COST-000664,FAC-0071,IT Services,Sellers PLC,28898.51,2025-03-17,2023
COST-000665,FAC-0005,Plumbing,Jones Ltd,8868.5,2025-10-08,2023
COST-000666,FAC-0055,Electrical,House-Sanchez,10445.78,2025-08-17,2023
COST-000667,FAC-0024,Electrical,"Brown, Dougherty and Morris",44934.59,2025-10-06,2025
COST-000668,FAC-0053,Electrical,"Shaw, Thornton and Hampton",4873.2,2025-11-16,2024
COST-000669,FAC-0024,IT Services,"Dunn, Warren and Johnson",13505.02,2025-11-01,2023
COST-000670,FAC-0008,IT Services,Pena LLC,27363.72,2025-07-01,2023
COST-000671,FAC-0058,IT Services,Ellison PLC,44188.55,2025-08-03,2023
COST-000672,FAC-0028,Electrical,Martinez Group,20063.1,2025-05-13,2023
COST-000673,FAC-0058,Electrical,"Nguyen, Thompson and Rasmussen",44419.8,2024-12-24,2025
COST-000674,FAC-0002,Electrical,Hampton-Stewart,14631.14,2025-03-04,2023
COST-000675,FAC-0027,HVAC,"Turner, Zimmerman and James",20722.11,2025-11-13,2024
COST-000676,FAC-0024,Plumbing,"Meyers, Miller and Watson",45849.34,2025-01-09,2024
COST-000677,FAC-0074,HVAC,Sanchez PLC,42655.3,2025-06-08,2024
COST-000678,FAC-0021,Plumbing,Sherman Group,39147.74,2025-11-07,2024
COST-000679,FAC-0031,Electrical,"King, Yang and Dodson",27042.57,2025-11-28,2025
COST-000680,FAC-0005,IT Services,"Martinez, Murray and Miller",37835.98,2025-07-01,2024
COST-000681,FAC-0034,Electrical,Bowman-White,7898.06,2025-03-24,2024
COST-000682,FAC-0079,Plumbing,Phillips-White,5525.41,2025-06-19,2025
COST-000683,FAC-0029,HVAC,"Reed, Cox and Garcia",6448.31,2025-01-12,2025
COST-000684,FAC-0021,IT Services,Greene Inc,9091.1,2025-09-19,2023
COST-000685,FAC-0021,Electrical,Walls PLC,41130.1,2025-02-01,2023
COST-000686,FAC-0045,Electrical,Hayes PLC,14993.41,2025-05-24,2025
COST-000687,FAC-0055,Electrical,Hodges and Sons,6359.39,2025-09-20,2024
COST-000688,FAC-0092,IT Services,Warner Group,22682.87,2025-05-12,2025
COST-000689,FAC-0043,HVAC,"Gonzalez, Allen and Martinez",22735.5,2025-06-02,2023
COST-000690,FAC-0071,Plumbing,Harmon Ltd,17859.3,2025-01-01,2023
COST-000691,FAC-0076,IT Services,Tucker Group,13312.27,2025-01-30,2025
COST-000692,FAC-0081,Plumbing,"Black, Young and Hale",1267.41,2025-05-04,2025
COST-000693,FAC-0001,IT Services,Bennett-Shelton,15137.5,2025-07-09,2023
COST-000694,FAC-0054,IT Services,"Simmons, Aguilar and Henry",49686.49,2025-01-06,2024
COST-000695,FAC-0003,HVAC,"Combs, Pennington and Reynolds",2325.28,2025-07-17,2023
COST-000696,FAC-0086,Electrical,Dawson Group,28295.73,2025-07-03,2023
COST-000697,FAC-0077,Electrical,"Mccarthy, Gardner and Richardson",8378.61,2025-04-10,2023
COST-000698,FAC-0048,Plumbing,Perez PLC,44117.62,2025-03-15,2023
COST-000699,FAC-0080,Electrical,"Thomas, Gray and Williams",14046.69,2025-06-11,2025
COST-000700,FAC-0074,Electrical,"Nguyen, Park and Clark",29280.6,2025-02-07,2023
COST-000701,FAC-0021,Plumbing,Sullivan-Bennett,47860.21,2025-02-26,2023
COST-000702,FAC-0027,HVAC,"Daniels, Flores and Burton",427.37,2025-10-17,2023
COST-000703,FAC-0032,Plumbing,"Ortiz, Gonzales and Johnson",3455.06,2025-08-04,2023
COST-000704,FAC-0048,Plumbing,Williams LLC,17268.22,2025-10-16,2023
COST-000705,FAC-0015,HVAC,"Watkins, Clark and Casey",49466.6,2025-03-24,2024
COST-000706,FAC-0043,Electrical,Weaver-Avila,11379.21,2025-01-22,2024
COST-000707,FAC-0075,Plumbing,"Baker, Sparks and Townsend",34787.62,2025-11-09,2023
COST-000708,FAC-0080,HVAC,Allen-Tran,37777.15,2025-04-29,2023
COST-000709,FAC-0025,HVAC,Pace PLC,14797.71,2025-01-19,2023
COST-000710,FAC-0051,HVAC,Stuart-Rush,29645.57,2025-11-26,2023
COST-000711,FAC-0001,Electrical,Brown-Larson,17406.3,2024-12-20,2025
COST-000712,FAC-0095,HVAC,Gillespie LLC,6210.2,2025-02-24,2024
COST-000713,FAC-0097,Plumbing,Yates LLC,4614.25,2025-07-30,2025
COST-000714,FAC-0008,IT Services,Scott-Benson,39025.78,2025-07-23,2025
COST-000715,FAC-0051,Plumbing,Molina Inc,45392.91,2025-07-16,2025
COST-000716,FAC-0077,HVAC,Bauer Group,47573.8,2025-02-19,2023
COST-000717,FAC-0019,HVAC,Peterson-Duran,48352.34,2025-10-16,2024
COST-000718,FAC-0026,Electrical,Phillips-Collins,24107.99,2025-08-15,2024
COST-000719,FAC-0076,Plumbing,Shelton-Shields,13964.97,2025-03-11,2023
COST-000720,FAC-0002,IT Services,"Thornton, Romero and Rose",9194.39,2025-08-23,2024
COST-000721,FAC-0083,Electrical,"Smith, Stephenson and Morris",28361.22,2025-03-05,2024
COST-000722,FAC-0044,Electrical,Strickland and Sons,29339.25,2025-09-11,2023
COST-000723,FAC-0051,IT Services,"Sanchez, Williams and Velazquez",3893.07,2025-02-18,2023
COST-000724,FAC-0013,IT Services,"Bass, Merritt and Davis",18681.61,2025-04-19,2025
COST-000725,FAC-0052,HVAC,"Reyes, Calderon and Bennett",47213.29,2025-08-13,2024
COST-000726,FAC-0061,Plumbing,"Yang, Smith and Little",7642.12,2025-11-14,2025
COST-000727,FAC-0081,IT Services,"Payne, Sanchez and Campbell",12668.54,2025-06-01,2023
COST-000728,FAC-0019,Electrical,Harrison Group,44528.78,2025-04-08,2024
COST-000729,FAC-0016,IT Services,Ramos-Morgan,40451.71,2025-09-09,2023
COST-000730,FAC-0004,Electrical,"Keith, Kim and Matthews",28596.99,2025-04-03,2023
COST-000731,FAC-0085,Plumbing,Alexander-Zimmerman,15838.71,2025-02-03,2023
COST-000732,FAC-0035,Electrical,Rivera-Irwin,9633.49,2025-08-08,2025
COST-000733,FAC-0014,Electrical,Smith Group,17756.26,2025-10-28,2023
COST-000734,FAC-0043,Plumbing,Welch-Jordan,595.66,2025-05-13,2023
COST-000735,FAC-0035,HVAC,Smith Inc,36017.79,2025-07-09,2023
COST-000736,FAC-0013,Electrical,"Wright, Guzman and Combs",15045.68,2025-09-09,2025
COST-000737,FAC-0007,IT Services,"Becker, Williams and Gross",24307.21,2025-06-25,2025
COST-000738,FAC-0060,HVAC,Jones-Garcia,13120.32,2025-09-16,2025
COST-000739,FAC-0017,Plumbing,"Lee, Alexander and Raymond",34651.96,2025-11-08,2024
COST-000740,FAC-0017,HVAC,Davenport-Reed,48540.32,2025-09-25,2025
COST-000741,FAC-0070,HVAC,"Brooks, Strong and Pace",35438.98,2025-01-01,2024
COST-000742,FAC-0081,Plumbing,"Carter, Mcgrath and Davis",35050.56,2025-09-09,2025
COST-000743,FAC-0015,HVAC,Williams and Sons,36824.09,2025-03-04,2023
COST-000744,FAC-0039,IT Services,"Rice, Jackson and Palmer",24682.64,2025-03-06,2024
COST-000745,FAC-0064,IT Services,Moran-West,41492.79,2025-02-15,2023
COST-000746,FAC-0027,HVAC,Rivera Group,37901.93,2025-06-27,2025
COST-000747,FAC-0076,IT Services,Fuentes-Reynolds,17779.08,2025-05-09,2024
COST-000748,FAC-0080,Electrical,"Hudson, Fernandez and Day",8379.86,2025-09-29,2024
COST-000749,FAC-0092,Plumbing,Snyder Ltd,48005.75,2025-10-13,2024
COST-000750,FAC-0008,Plumbing,Taylor-Peters,31863.34,2025-03-22,2024
COST-000751,FAC-0095,HVAC,Rogers-Mendez,41494.16,2024-12-30,2025
COST-000752,FAC-0022,Plumbing,Stephenson-Thomas,35003.59,2025-07-11,2025
COST-000753,FAC-0062,HVAC,Peck Group,20286.09,2025-10-06,2023
COST-000754,FAC-0003,Plumbing,"Ramirez, Cantrell and Deleon",19955.14,2025-11-26,2023
COST-000755,FAC-0085,HVAC,"Wilson, Griffith and Reeves",18184.39,2025-11-10,2023
COST-000756,FAC-0100,Plumbing,Reyes-Burton,36881.98,2025-05-29,2023
COST-000757,FAC-0075,IT Services,Byrd and Sons,8521.77,2025-06-26,2023
COST-000758,FAC-0023,HVAC,Miller-Cooper,43491.86,2025-10-26,2023
COST-000759,FAC-0097,Electrical,Levy Inc,26710.85,2025-06-25,2024
COST-000760,FAC-0094,IT Services,Myers Inc,8483.33,2025-12-04,2024
COST-000761,FAC-0058,HVAC,Owens PLC,27668.28,2025-09-10,2023
COST-000762,FAC-0076,Plumbing,"Pham, Carney and Brown",44052.51,2025-12-01,2025
COST-000763,FAC-0002,Electrical,"Rogers, Knight and Hayes",42568.97,2025-02-21,2023
COST-000764,FAC-0021,HVAC,"Roy, Thomas and Perez",46110.7,2025-07-19,2023
COST-000765,FAC-0037,HVAC,Duarte-Garrison,29741.68,2025-09-28,2023
COST-000766,FAC-0078,IT Services,Lee-Brooks,19781.51,2025-02-09,2025
COST-000767,FAC-0057,Electrical,"Peters, Chavez and Jackson",6805.51,2025-03-23,2024
COST-000768,FAC-0001,Plumbing,White-Williams,45936.18,2025-08-10,2024
COST-000769,FAC-0007,Plumbing,"Smith, Martin and Ramos",21572.4,2025-08-10,2023
COST-000770,FAC-0009,IT Services,"Perry, Pacheco and Potts",41814.1,2025-03-22,2025
COST-000771,FAC-0006,Electrical,Snyder-Mitchell,35887.1,2025-04-23,2025
COST-000772,FAC-0010,Electrical,"Jarvis, Taylor and Mason",36892.46,2025-04-02,2023
COST-000773,FAC-0074,HVAC,Lopez Group,12355.96,2025-08-04,2023
COST-000774,FAC-0069,HVAC,Jones Group,6809.99,2025-11-05,2024
COST-000775,FAC-0060,Electrical,Farmer-Wilkins,4433.49,2025-11-19,2025
COST-000776,FAC-0029,IT Services,Silva-Miller,42623.68,2025-06-06,2025
COST-000777,FAC-0006,IT Services,Ramos LLC,48258.02,2025-08-12,2025
COST-000778,FAC-0019,IT Services,Scott PLC,24344.09,2025-09-02,2023
COST-000779,FAC-0042,IT Services,Jackson-Graves,14121.23,2025-09-29,2023
COST-000780,FAC-0088,IT Services,Greene PLC,41564.58,2025-10-16,2023
COST-000781,FAC-0061,IT Services,"Bowen, Jackson and Stark",43528.39,2025-03-16,2024
COST-000782,FAC-0037,HVAC,"Garcia, Wagner and Rodriguez",35464.71,2025-02-10,2025
COST-000783,FAC-0046,Electrical,Barrett-Martin,834.8,2025-04-08,2024
COST-000784,FAC-0030,IT Services,"Holmes, Spears and Mooney",8755.86,2025-07-07,2024
COST-000785,FAC-0055,Electrical,Williamson Ltd,22290.18,2025-04-04,2024
COST-000786,FAC-0085,HVAC,Thompson-Campbell,42883.75,2025-05-03,2025
COST-000787,FAC-0015,HVAC,Walsh-Matthews,49153.64,2025-07-20,2023
COST-000788,FAC-0053,Electrical,Wood-Martinez,720.3,2025-11-29,2025
COST-000789,FAC-0034,Plumbing,Rivera PLC,35656.31,2025-06-20,2024
COST-000790,FAC-0039,HVAC,Yang-Ross,46940.69,2025-05-01,2025
COST-000791,FAC-0013,IT Services,"Ruiz, Harper and Avery",17513.41,2025-03-03,2024
COST-000792,FAC-0015,HVAC,"Bruce, Evans and Rodriguez",23042.36,2025-10-20,2024
COST-000793,FAC-0061,IT Services,Woods Ltd,26215.61,2025-01-03,2024
COST-000794,FAC-0054,Electrical,"Mendez, Moore and Edwards",21157.29,2025-03-17,2025
COST-000795,FAC-0027,Plumbing,White-Gardner,30259.82,2025-02-02,2023
COST-000796,FAC-0080,Electrical,Fox-Williams,40957.59,2025-11-09,2024
COST-000797,FAC-0009,IT Services,Morales LLC,16456.91,2025-03-20,2024
COST-000798,FAC-0013,IT Services,Gonzales-Miller,1086.66,2025-08-24,2023
COST-000799,FAC-0064,HVAC,Zuniga Group,8704.53,2025-04-15,2025
COST-000800,FAC-0024,Electrical,Braun-Ryan,44122.02,2025-06-21,2024
COST-000801,FAC-0072,HVAC,"Walter, Adkins and Barnett",22320.29,2025-06-05,2024
COST-000802,FAC-0099,Plumbing,"Williams, Miller and Flores",3980.69,2025-07-21,2024
COST-000803,FAC-0022,HVAC,"Evans, Williams and Clayton",13506.55,2025-12-12,2024
COST-000804,FAC-0100,Plumbing,Thomas Group,39826.92,2025-05-14,2025
COST-000805,FAC-0050,Plumbing,"Wolfe, Morris and Love",22486.9,2025-09-11,2023
COST-000806,FAC-0022,Plumbing,Shepard-White,43719.91,2025-04-19,2025
COST-000807,FAC-0048,HVAC,Horn LLC,18987.17,2025-11-15,2023
COST-000808,FAC-0054,Electrical,Johnson-Becker,14115.61,2025-04-02,2024
COST-000809,FAC-0023,HVAC,Holloway-Maddox,25834.31,2025-06-07,2025
COST-000810,FAC-0091,Plumbing,Owens Ltd,3254.64,2025-05-10,2023
COST-000811,FAC-0001,Plumbing,Gonzalez-Sanchez,11434.11,2025-01-07,2024
COST-000812,FAC-0081,Plumbing,Nichols-Hoffman,24137.27,2025-05-11,2024
COST-000813,FAC-0023,Electrical,"Olson, Luna and Richardson",19601.66,2025-10-16,2024
COST-000814,FAC-0031,Plumbing,"Flores, Barker and Sullivan",39033.47,2024-12-24,2025
COST-000815,FAC-0003,Electrical,"Wilson, Porter and Christensen",29119.4,2025-04-10,2023
COST-000816,FAC-0062,Electrical,Rush Group,13166.33,2025-12-08,2024
COST-000817,FAC-0007,Plumbing,Preston and Sons,24487.56,2025-03-26,2025
COST-000818,FAC-0082,IT Services,Cruz Group,36878.26,2025-10-15,2024
COST-000819,FAC-0029,IT Services,Grimes-Edwards,25308.92,2025-03-18,2025
COST-000820,FAC-0034,Plumbing,"Key, Rodriguez and Roberts",10692.71,2025-03-20,2023
COST-000821,FAC-0051,IT Services,"Young, Cain and Vincent",4209.48,2025-04-03,2024
COST-000822,FAC-0084,Plumbing,"Kelly, Willis and Armstrong",43935.67,2025-10-07,2024
COST-000823,FAC-0054,IT Services,"Martinez, Schultz and Williamson",6655.54,2025-04-06,2024
COST-000824,FAC-0097,HVAC,"Cruz, Stout and Nash",20266.19,2025-01-18,2023
COST-000825,FAC-0048,Plumbing,Krueger LLC,44125.18,2025-08-27,2023
COST-000826,FAC-0067,Plumbing,Hamilton LLC,40842.17,2025-01-15,2025
COST-000827,FAC-0078,Electrical,Bullock-Stevens,46925.28,2025-01-14,2023
COST-000828,FAC-0058,IT Services,Taylor-Wade,46232.69,2025-08-29,2023
COST-000829,FAC-0074,Electrical,"Ware, Santana and Gonzalez",653.54,2025-06-27,2025
COST-000830,FAC-0040,Plumbing,Butler-Vasquez,2146.38,2025-01-30,2024
COST-000831,FAC-0084,IT Services,King Inc,1119.65,2025-04-27,2023
COST-000832,FAC-0047,IT Services,"Estrada, Russell and Berry",37669.65,2024-12-26,2024
COST-000833,FAC-0005,Plumbing,"Williams, Turner and Franklin",44981.32,2025-05-21,2023
COST-000834,FAC-0091,HVAC,Thomas PLC,22265.93,2025-02-13,2024
COST-000835,FAC-0076,HVAC,Martin and Sons,10642.57,2025-08-04,2024
COST-000836,FAC-0062,IT Services,May PLC,33327.01,2025-04-19,2023
COST-000837,FAC-0052,IT Services,Taylor LLC,35072.07,2025-07-08,2023
COST-000838,FAC-0071,HVAC,Medina Group,9233.52,2025-06-02,2023
COST-000839,FAC-0054,IT Services,"Johnson, Kirk and Bennett",44403.84,2024-12-27,2024
COST-000840,FAC-0074,Plumbing,Robinson PLC,38827.47,2025-08-02,2025
COST-000841,FAC-0003,IT Services,Blankenship-Cook,25453.45,2025-10-22,2025
COST-000842,FAC-0056,Plumbing,Reed-Hernandez,10979.7,2025-01-03,2024
COST-000843,FAC-0087,Electrical,"Douglas, Adams and Hall",19421.82,2025-11-18,2023
COST-000844,FAC-0074,IT Services,"Rodriguez, Martinez and Taylor",10297.08,2025-11-09,2025
COST-000845,FAC-0022,IT Services,Tapia-Hunter,49371.83,2025-11-15,2023
COST-000846,FAC-0095,Plumbing,"Santos, Griffin and Davis",39961.12,2025-12-03,2025
COST-000847,FAC-0042,Electrical,Garcia-Bush,42207.74,2025-09-04,2025
COST-000848,FAC-0039,HVAC,Brooks-Reyes,7036.05,2025-10-21,2023
COST-000849,FAC-0089,IT Services,Lam LLC,3028.27,2025-08-13,2025
COST-000850,FAC-0072,IT Services,Steele-Ray,38273.21,2025-10-19,2023
COST-000851,FAC-0070,IT Services,Zamora Ltd,34171.42,2025-06-13,2024
COST-000852,FAC-0004,IT Services,"Anderson, Mccall and Bailey",19598.63,2025-10-31,2023
COST-000853,FAC-0008,Electrical,"Castillo, Norman and Johnson",20170.74,2025-05-19,2023
COST-000854,FAC-0074,Electrical,"Cook, Osborne and Martinez",23780.87,2025-02-08,2025
COST-000855,FAC-0075,HVAC,Barrett-Barnes,38360.21,2025-07-14,2025
COST-000856,FAC-0079,Electrical,Gilbert Ltd,33677.9,2025-07-23,2025
COST-000857,FAC-0069,HVAC,Le Ltd,24577.85,2024-12-17,2025
COST-000858,FAC-0020,IT Services,Rodriguez-Daniel,35151.15,2025-02-17,2023
COST-000859,FAC-0099,HVAC,Horne PLC,23236.16,2025-03-05,2024
COST-000860,FAC-0095,Electrical,Horn-Chapman,26741.28,2025-02-08,2024
COST-000861,FAC-0079,Plumbing,"Chan, Mathews and Taylor",8663.62,2025-12-02,2025
COST-000862,FAC-0038,HVAC,Melendez Ltd,1607.33,2025-03-28,2025
COST-000863,FAC-0090,HVAC,"Mcknight, Carpenter and Washington",48626.56,2025-07-30,2023
COST-000864,FAC-0087,HVAC,Preston Group,47886.3,2025-07-23,2024
COST-000865,FAC-0088,Electrical,"English, Key and Rivers",5736.44,2025-02-19,2024
COST-000866,FAC-0100,IT Services,Williams Inc,22537.09,2025-01-21,2024
COST-000867,FAC-0077,HVAC,Walker and Sons,3269.12,2025-11-29,2024
COST-000868,FAC-0069,IT Services,Fernandez Ltd,9573.56,2025-07-26,2024
COST-000869,FAC-0034,HVAC,Sandoval-Smith,47933.64,2025-12-13,2024
COST-000870,FAC-0030,Plumbing,Webb-House,32968.58,2025-08-11,2023
COST-000871,FAC-0007,HVAC,"Saunders, Miller and Flores",39162.22,2025-01-09,2025
COST-000872,FAC-0087,Electrical,Petersen-Harris,23348.83,2025-04-08,2025
COST-000873,FAC-0015,IT Services,Flynn-Perez,23626.65,2025-03-05,2023
COST-000874,FAC-0050,IT Services,Jones-Beck,47697.02,2025-08-20,2024
COST-000875,FAC-0085,HVAC,"Graham, Mcgrath and Williams",33922.26,2025-05-17,2024
COST-000876,FAC-0083,Electrical,"Bennett, Williams and Harrison",5237.51,2025-09-27,2025
COST-000877,FAC-0033,HVAC,Harris PLC,45072.5,2025-01-18,2025
COST-000878,FAC-0066,Electrical,"Burke, Lin and Brown",16495.52,2025-01-18,2023
COST-000879,FAC-0058,Electrical,Foster-Marquez,5810.44,2025-07-21,2023
COST-000880,FAC-0077,HVAC,Pineda-Wright,20672.09,2025-03-10,2024
COST-000881,FAC-0006,IT Services,Jones LLC,44003.79,2025-02-04,2023
COST-000882,FAC-0004,Electrical,West and Sons,25927.31,2025-10-10,2023
COST-000883,FAC-0059,HVAC,Hughes and Sons,20165.35,2025-02-20,2025
COST-000884,FAC-0022,IT Services,"Garner, Curtis and Smith",27558.36,2025-07-15,2025
COST-000885,FAC-0099,Plumbing,Graves Inc,41662.89,2025-07-19,2025
COST-000886,FAC-0042,Electrical,"Lynch, Oneal and Hill",33059.62,2025-12-10,2023
COST-000887,FAC-0059,HVAC,Adams Group,25865.37,2025-02-07,2025
COST-000888,FAC-0075,Plumbing,Alexander-Johnson,47575.33,2025-10-13,2023
COST-000889,FAC-0083,IT Services,"Hernandez, Reeves and Kerr",31604.16,2025-03-24,2023
COST-000890,FAC-0010,IT Services,Walker PLC,27037.86,2025-06-02,2024
COST-000891,FAC-0076,Electrical,Tucker Ltd,35989.69,2025-07-18,2024
COST-000892,FAC-0015,HVAC,"Morgan, Smith and Jackson",40010.47,2025-09-27,2024
COST-000893,FAC-0051,HVAC,Neal Inc,876.24,2025-07-25,2023
COST-000894,FAC-0068,HVAC,"Salinas, Blackwell and Little",42049.53,2025-09-02,2023
COST-000895,FAC-0080,Electrical,Hood-Dunn,22868.84,2025-11-09,2025
COST-000896,FAC-0097,HVAC,Strickland-Walker,49713.84,2025-06-10,2024
COST-000897,FAC-0025,Plumbing,Bauer-Lee,14102.49,2025-10-03,2023
COST-000898,FAC-0042,IT Services,Lindsey and Sons,31547.68,2025-04-25,2023
COST-000899,FAC-0083,Plumbing,Williams-Ramirez,16766.99,2025-08-31,2025
COST-000900,FAC-0088,IT Services,"Ray, Stephens and Johnson",45009.51,2025-05-08,2023
COST-000901,FAC-0023,Electrical,Vazquez Group,36815.66,2025-04-19,2024
COST-000902,FAC-0085,HVAC,Ball LLC,14983.0,2025-11-11,2025
COST-000903,FAC-0048,HVAC,Ortega PLC,20450.31,2025-04-22,2023
COST-000904,FAC-0075,Electrical,Whitaker LLC,46945.52,2025-09-26,2023
COST-000905,FAC-0029,IT Services,"Oliver, Boone and Gardner",18275.17,2025-08-08,2023
COST-000906,FAC-0024,Plumbing,Ward-Cross,28536.82,2024-12-15,2024
COST-000907,FAC-0091,Electrical,Mason-Young,12571.29,2025-11-17,2024
COST-000908,FAC-0084,IT Services,"Craig, Williams and Moses",138.38,2024-12-17,2024
COST-000909,FAC-0032,IT Services,Gutierrez Ltd,15980.43,2025-02-28,2025
COST-000910,FAC-0040,Electrical,Horne LLC,17661.34,2025-05-10,2023
COST-000911,FAC-0090,IT Services,"Galvan, Brown and Alvarado",12866.53,2025-02-15,2023
COST-000912,FAC-0090,IT Services,"Harvey, Garcia and Allen",39509.67,2025-09-29,2024
COST-000913,FAC-0087,Electrical,"Huff, Oconnor and Romero",48547.78,2025-05-16,2024
COST-000914,FAC-0090,Plumbing,Stephens-Mccormick,42035.97,2025-02-18,2025
COST-000915,FAC-0070,HVAC,Owens-Hayes,6030.94,2025-06-17,2025
COST-000916,FAC-0073,IT Services,Martin-Hurst,49904.07,2025-08-18,2023
COST-000917,FAC-0067,Plumbing,Gutierrez Ltd,13894.62,2025-06-22,2025
COST-000918,FAC-0052,IT Services,Rose Ltd,7698.28,2025-11-10,2023
COST-000919,FAC-0017,HVAC,"Wyatt, Mccarthy and Beard",21451.59,2025-10-20,2024
COST-000920,FAC-0052,IT Services,Phillips-Mejia,30255.52,2025-05-03,2025
COST-000921,FAC-0068,IT Services,Martinez and Sons,14256.82,2025-07-11,2023
COST-000922,FAC-0017,Plumbing,Smith Ltd,29115.69,2025-10-28,2025
COST-000923,FAC-0063,HVAC,Fleming-Brown,6830.93,2025-01-03,2023
COST-000924,FAC-0033,HVAC,Hayes Inc,30281.13,2025-10-31,2024
COST-000925,FAC-0024,HVAC,Brown Group,48066.18,2025-08-02,2025
COST-000926,FAC-0080,HVAC,Jones LLC,652.87,2025-07-20,2024
COST-000927,FAC-0051,Electrical,Reese LLC,48328.27,2025-06-17,2025
COST-000928,FAC-0075,IT Services,"Sheppard, Bates and Kelley",8928.34,2025-01-25,2024
COST-000929,FAC-0049,HVAC,Torres LLC,29440.59,2025-12-08,2025
COST-000930,FAC-0078,HVAC,"Berger, Cruz and Smith",10845.28,2025-05-10,2025
COST-000931,FAC-0095,IT Services,Robinson-Morgan,43271.55,2025-06-25,2024
COST-000932,FAC-0072,IT Services,"Patton, Gregory and Miller",35534.77,2025-02-24,2024
COST-000933,FAC-0079,HVAC,"Johnson, Chan and Durham",18671.23,2025-07-13,2024
COST-000934,FAC-0002,Plumbing,Rodgers LLC,6158.76,2025-07-08,2024
COST-000935,FAC-0068,HVAC,Watkins PLC,2537.9,2025-05-03,2024
COST-000936,FAC-0078,HVAC,"Klein, Mosley and Perez",4872.72,2025-02-25,2023
COST-000937,FAC-0078,HVAC,Mitchell Inc,48804.81,2024-12-25,2025
COST-000938,FAC-0011,HVAC,"Mack, Bowen and Mcdonald",49553.0,2025-04-08,2024
COST-000939,FAC-0002,Electrical,Scott PLC,320.51,2025-08-25,2023
COST-000940,FAC-0038,Plumbing,Franklin Ltd,2578.55,2025-01-24,2025
COST-000941,FAC-0090,IT Services,Weaver and Sons,46504.32,2025-09-30,2023
COST-000942,FAC-0079,Electrical,Faulkner Ltd,47833.54,2025-04-17,2024
COST-000943,FAC-0095,HVAC,"Mitchell, Small and Chambers",42660.06,2025-06-09,2024
COST-000944,FAC-0094,Electrical,Washington LLC,10964.59,2025-05-09,2023
COST-000945,FAC-0003,HVAC,Cook LLC,25877.65,2025-02-24,2025
COST-000946,FAC-0064,Plumbing,Walter-Gonzalez,7700.06,2025-07-21,2025
COST-000947,FAC-0070,IT Services,Bond-Perry,6706.52,2025-08-19,2025
COST-000948,FAC-0079,IT Services,"Lewis, Ballard and Shelton",32256.93,2025-07-01,2025
COST-000949,FAC-0050,Plumbing,"Obrien, Anderson and Garcia",8072.47,2025-02-10,2025
COST-000950,FAC-0090,HVAC,Cain Inc,14912.89,2025-07-14,2023
COST-000951,FAC-0043,HVAC,Walker-Kramer,2875.0,2025-05-19,2023
COST-000952,FAC-0030,Plumbing,Garcia-Elliott,41599.38,2025-08-08,2023
COST-000953,FAC-0073,IT Services,"Davis, Wilkinson and Jordan",49666.98,2025-11-07,2024
COST-000954,FAC-0078,Electrical,Mason LLC,31157.02,2025-08-13,2024
COST-000955,FAC-0072,IT Services,Rodriguez Inc,6342.61,2025-07-21,2025
COST-000956,FAC-0100,Electrical,Miller-Keller,32486.85,2025-02-21,2024
